時間,里程,南北向,小客車,小貨車,大客車,大貨車,聯結車,速度,顏色
205,2322.0,1.0,91.0,18.0,4.0,5.0,6.0,93,green
205,2322.0,2.0,59.0,11.0,3.0,4.0,3.0,93,green
205,2394.0,1.0,90.0,13.0,4.0,10.0,7.0,108,green
205,2394.0,2.0,52.0,11.0,3.0,3.0,5.0,108,green
205,2425.0,1.0,84.0,15.0,4.0,7.0,5.0,108,green
205,2425.0,2.0,56.0,9.0,4.0,4.0,3.0,108,green
205,2472.0,1.0,78.0,12.0,5.0,4.0,4.0,104,green
205,2472.0,2.0,50.0,15.0,3.0,4.0,3.0,104,green
205,2514.0,1.0,81.0,13.0,3.0,1.0,9.0,104,green
205,2514.0,2.0,54.0,16.0,5.0,4.0,3.0,104,green
205,2603.0,1.0,65.0,9.0,3.0,7.0,13.0,108,green
205,2603.0,2.0,39.0,11.0,5.0,3.0,5.0,108,green
205,2674.0,1.0,68.0,8.0,2.0,3.0,10.0,104,green
205,2674.0,2.0,41.0,15.0,2.0,7.0,4.0,104,green
205,2714.0,1.0,56.0,10.0,4.0,4.0,9.0,108,green
205,2714.0,2.0,45.0,11.0,1.0,2.0,1.0,108,green
205,2827.0,1.0,50.0,14.0,1.0,6.0,8.0,108,green
205,2827.0,2.0,90.0,8.0,1.0,9.0,2.0,108,green
205,2866.0,1.0,49.0,7.0,2.0,8.0,13.0,108,green
205,2866.0,2.0,67.0,15.0,3.0,7.0,5.0,108,green
205,2930.0,1.0,56.0,6.0,1.0,3.0,8.0,108,green
205,2930.0,2.0,66.0,15.0,2.0,2.0,6.0,108,green
205,3019.0,1.0,48.0,13.0,1.0,6.0,5.0,104,green
205,3019.0,2.0,95.0,13.0,2.0,6.0,1.0,104,green
205,3083.0,1.0,66.0,12.0,2.0,7.0,15.0,104,green
205,3083.0,2.0,78.0,15.0,5.0,5.0,3.0,104,green
205,3126.0,1.0,70.0,14.0,3.0,7.0,30.0,100,green
205,3126.0,2.0,67.0,18.0,2.0,2.0,3.0,100,green
205,3185.0,1.0,82.0,13.0,4.0,5.0,8.0,97,green
205,3185.0,2.0,89.0,14.0,2.0,3.0,2.0,97,green
205,3227.0,1.0,68.0,10.0,1.0,5.0,5.0,100,green
205,3227.0,2.0,90.0,7.0,8.0,4.0,4.0,100,green
205,3252.0,1.0,55.0,10.0,2.0,1.0,7.0,97,green
205,3252.0,2.0,61.0,16.0,3.0,4.0,4.0,97,green
205,3286.0,1.0,77.0,13.0,0.0,2.0,7.0,100,green
205,3286.0,2.0,77.0,14.0,1.0,2.0,6.0,100,green
205,3366.0,1.0,58.0,15.0,0.0,2.0,9.0,90,green
205,3366.0,2.0,80.0,16.0,0.0,2.0,4.0,90,green
205,3398.0,1.0,60.0,11.0,1.0,4.0,11.0,100,green
205,3398.0,2.0,84.0,16.0,3.0,1.0,3.0,100,green
205,3460.0,1.0,62.0,14.0,4.0,3.0,5.0,93,green
205,3460.0,2.0,71.0,15.0,3.0,2.0,2.0,93,green
205,3535.0,1.0,71.0,14.0,0.0,0.0,13.0,93,green
205,3535.0,2.0,88.0,9.0,3.0,3.0,4.0,93,green
205,3559.0,1.0,48.0,8.0,0.0,2.0,8.0,93,green
205,3561.0,2.0,74.0,10.0,0.0,2.0,4.0,75,yellow
205,3590.0,1.0,83.0,20.0,0.0,2.0,3.0,93,green
205,3590.0,2.0,107.0,16.0,1.0,0.0,4.0,93,green
205,3640.0,1.0,120.0,22.0,2.0,2.0,5.0,97,green
205,3640.0,2.0,107.0,20.0,0.0,2.0,1.0,97,green
205,3676.0,1.0,56.0,8.0,2.0,0.0,6.0,90,green
205,3676.0,2.0,47.0,12.0,1.0,2.0,2.0,90,green
205,3686.0,2.0,81.0,10.0,0.0,2.0,3.0,82,green
205,3696.0,1.0,82.0,12.0,2.0,1.0,6.0,79,yellow
205,3736.0,1.0,5.0,1.0,0.0,0.0,0.0,82,green
205,3736.0,2.0,2.0,0.0,0.0,0.0,0.0,82,green
206,5.0,1.0,33.0,3.0,0.0,0.0,0.0,90,green
206,5.0,2.0,24.0,5.0,2.0,0.0,0.0,90,green
206,17.0,1.0,32.0,3.0,0.0,0.0,0.0,90,green
206,17.0,2.0,24.0,6.0,0.0,0.0,0.0,90,green
206,29.0,1.0,38.0,3.0,0.0,1.0,0.0,90,green
206,29.0,2.0,33.0,5.0,1.0,4.0,0.0,90,green
206,61.0,1.0,55.0,8.0,0.0,1.0,3.0,93,green
206,61.0,2.0,46.0,12.0,1.0,3.0,2.0,93,green
206,99.0,1.0,62.0,9.0,2.0,2.0,1.0,75,yellow
206,99.0,2.0,55.0,18.0,0.0,3.0,0.0,75,yellow
206,147.0,1.0,56.0,10.0,4.0,0.0,1.0,86,green
206,147.0,2.0,32.0,10.0,0.0,2.0,3.0,86,green
206,153.0,1.0,80.0,13.0,2.0,0.0,2.0,79,yellow
206,153.0,2.0,55.0,15.0,1.0,3.0,4.0,79,yellow
206,163.0,2.0,37.0,6.0,0.0,0.0,0.0,32,red
206,174.0,1.0,42.0,4.0,0.0,1.0,0.0,97,green
206,182.0,2.0,52.0,9.0,1.0,2.0,2.0,32,red
206,200.0,1.0,45.0,11.0,0.0,0.0,0.0,93,green
206,206.0,2.0,41.0,6.0,0.0,1.0,0.0,75,yellow
206,208.0,1.0,55.0,16.0,0.0,0.0,0.0,93,green
206,213.0,1.0,59.0,10.0,1.0,6.0,4.0,75,yellow
206,233.0,1.0,107.0,12.0,1.0,5.0,3.0,75,yellow
206,248.0,2.0,125.0,18.0,3.0,6.0,5.0,79,yellow
206,256.0,1.0,93.0,11.0,0.0,3.0,5.0,75,yellow
206,264.0,2.0,105.0,14.0,1.0,1.0,4.0,90,green
206,271.0,1.0,75.0,17.0,0.0,0.0,0.0,90,green
206,293.0,1.0,97.0,5.0,5.0,4.0,3.0,90,green
206,293.0,2.0,111.0,11.0,4.0,1.0,3.0,90,green
206,305.0,2.0,77.0,10.0,1.0,0.0,0.0,86,green
206,333.0,1.0,45.0,7.0,0.0,0.0,0.0,84,green
206,334.0,2.0,34.0,8.0,0.0,0.0,0.0,93,green
206,339.0,2.0,178.0,24.0,7.0,2.0,1.0,68,yellow
206,340.0,1.0,190.0,23.0,11.0,8.0,2.0,93,green
206,376.0,1.0,127.0,13.0,5.0,4.0,1.0,25,red
206,376.0,2.0,129.0,21.0,4.0,2.0,2.0,25,red
206,413.0,1.0,88.0,9.0,2.0,2.0,1.0,21,red
206,413.0,2.0,101.0,13.0,8.0,1.0,1.0,21,red
206,447.0,1.0,95.0,20.0,2.0,1.0,0.0,43,orange
206,447.0,2.0,86.0,16.0,0.0,0.0,0.0,43,orange
206,467.0,1.0,143.0,20.0,10.0,9.0,7.0,57,orange
206,467.0,2.0,109.0,23.0,6.0,4.0,0.0,57,orange
206,492.0,1.0,102.0,21.0,9.0,6.0,6.0,93,green
206,492.0,2.0,57.0,9.0,1.0,3.0,1.0,93,green
206,511.0,1.0,151.0,29.0,8.0,8.0,3.0,97,green
206,511.0,2.0,86.0,12.0,1.0,5.0,2.0,97,green
206,532.0,1.0,109.0,14.0,4.0,4.0,2.0,90,green
206,532.0,2.0,83.0,12.0,1.0,3.0,3.0,90,green
206,557.0,1.0,116.0,15.0,5.0,7.0,3.0,72,yellow
206,557.0,2.0,94.0,12.0,2.0,5.0,5.0,72,yellow
206,578.0,2.0,76.0,7.0,2.0,5.0,6.0,50,orange
206,579.0,1.0,61.0,7.0,0.0,0.0,0.0,61,yellow
206,579.0,2.0,80.0,11.0,3.0,0.0,0.0,61,yellow
206,584.0,1.0,107.0,11.0,3.0,9.0,8.0,86,green
206,608.0,1.0,52.0,12.0,1.0,0.0,0.0,75,yellow
206,610.0,2.0,49.0,11.0,3.0,0.0,0.0,97,green
206,633.0,1.0,75.0,11.0,2.0,4.0,13.0,72,yellow
206,633.0,2.0,86.0,10.0,2.0,7.0,4.0,72,yellow
206,664.0,1.0,59.0,12.0,2.0,2.0,12.0,90,green
206,664.0,2.0,68.0,16.0,5.0,9.0,2.0,90,green
206,681.0,1.0,65.0,8.0,1.0,2.0,8.0,86,green
206,681.0,2.0,78.0,16.0,5.0,11.0,2.0,86,green
206,699.0,1.0,75.0,11.0,0.0,3.0,5.0,93,green
206,699.0,2.0,42.0,13.0,3.0,6.0,4.0,93,green
206,750.0,1.0,115.0,19.0,2.0,5.0,5.0,93,green
206,750.0,2.0,96.0,13.0,1.0,4.0,4.0,93,green
206,880.0,1.0,135.0,21.0,4.0,3.0,6.0,64,yellow
206,880.0,2.0,112.0,14.0,4.0,2.0,7.0,64,yellow
206,928.0,1.0,134.0,16.0,4.0,8.0,7.0,79,yellow
206,928.0,2.0,97.0,8.0,4.0,2.0,4.0,79,yellow
206,950.0,2.0,77.0,7.0,5.0,1.0,5.0,90,green
206,956.0,1.0,94.0,15.0,3.0,6.0,4.0,72,yellow
206,979.0,1.0,123.0,16.0,3.0,6.0,3.0,97,green
206,980.0,2.0,82.0,9.0,7.0,4.0,7.0,100,green
206,1045.0,1.0,137.0,18.0,5.0,3.0,8.0,100,green
206,1045.0,2.0,75.0,9.0,5.0,3.0,4.0,100,green
206,1123.0,1.0,110.0,26.0,1.0,4.0,3.0,100,green
206,1123.0,2.0,57.0,8.0,3.0,1.0,3.0,100,green
206,1292.0,1.0,113.0,8.0,2.0,2.0,1.0,100,green
206,1292.0,2.0,59.0,9.0,4.0,2.0,2.0,100,green
206,1389.0,1.0,101.0,13.0,2.0,2.0,7.0,104,green
206,1389.0,2.0,71.0,10.0,7.0,3.0,0.0,104,green
206,1465.0,1.0,106.0,14.0,1.0,3.0,0.0,104,green
206,1465.0,2.0,79.0,12.0,5.0,4.0,3.0,104,green
206,1572.0,1.0,80.0,16.0,0.0,2.0,5.0,100,green
206,1572.0,2.0,55.0,8.0,2.0,3.0,3.0,100,green
206,1621.0,1.0,89.0,18.0,1.0,5.0,7.0,104,green
206,1621.0,2.0,63.0,10.0,4.0,1.0,2.0,104,green
206,1664.0,1.0,100.0,14.0,5.0,2.0,7.0,100,green
206,1664.0,2.0,72.0,6.0,7.0,3.0,1.0,100,green
206,1699.0,1.0,105.0,11.0,2.0,8.0,4.0,100,green
206,1699.0,2.0,74.0,11.0,6.0,5.0,2.0,100,green
206,1774.0,1.0,92.0,18.0,5.0,6.0,6.0,97,green
206,1774.0,2.0,65.0,11.0,7.0,4.0,3.0,97,green
206,1802.0,1.0,103.0,21.0,7.0,4.0,4.0,97,green
206,1802.0,2.0,75.0,14.0,0.0,2.0,4.0,97,green
206,1839.0,1.0,101.0,14.0,3.0,6.0,5.0,100,green
206,1839.0,2.0,69.0,8.0,3.0,2.0,2.0,100,green
206,1906.0,1.0,114.0,8.0,1.0,5.0,3.0,97,green
206,1906.0,2.0,55.0,7.0,3.0,3.0,2.0,97,green
206,1960.0,1.0,158.0,26.0,5.0,10.0,8.0,100,green
206,1960.0,2.0,73.0,14.0,5.0,8.0,6.0,100,green
206,2011.0,1.0,127.0,24.0,3.0,7.0,4.0,100,green
206,2011.0,2.0,71.0,13.0,6.0,2.0,4.0,100,green
206,2089.0,1.0,106.0,26.0,3.0,7.0,8.0,93,green
206,2089.0,2.0,76.0,11.0,2.0,3.0,7.0,93,green
206,2156.0,1.0,115.0,22.0,1.0,7.0,5.0,97,green
206,2156.0,2.0,63.0,11.0,4.0,1.0,6.0,97,green
206,2249.0,1.0,102.0,18.0,2.0,5.0,5.0,97,green
206,2249.0,2.0,65.0,10.0,4.0,4.0,2.0,97,green
206,2322.0,1.0,91.0,18.0,4.0,5.0,6.0,100,green
206,2322.0,2.0,59.0,11.0,3.0,4.0,3.0,100,green
206,2394.0,1.0,90.0,13.0,4.0,10.0,7.0,104,green
206,2394.0,2.0,52.0,11.0,3.0,3.0,5.0,104,green
206,2425.0,1.0,84.0,15.0,4.0,7.0,5.0,104,green
206,2425.0,2.0,56.0,9.0,4.0,4.0,3.0,104,green
206,2472.0,1.0,78.0,12.0,5.0,4.0,4.0,108,green
206,2472.0,2.0,50.0,15.0,3.0,4.0,3.0,108,green
206,2514.0,1.0,81.0,13.0,3.0,1.0,9.0,104,green
206,2514.0,2.0,54.0,16.0,5.0,4.0,3.0,104,green
206,2603.0,1.0,65.0,9.0,3.0,7.0,13.0,104,green
206,2603.0,2.0,39.0,11.0,5.0,3.0,5.0,104,green
206,2674.0,1.0,68.0,8.0,2.0,3.0,10.0,104,green
206,2674.0,2.0,41.0,15.0,2.0,7.0,4.0,104,green
206,2714.0,1.0,56.0,10.0,4.0,4.0,9.0,108,green
206,2714.0,2.0,45.0,11.0,1.0,2.0,1.0,108,green
206,2827.0,1.0,50.0,14.0,1.0,6.0,8.0,108,green
206,2827.0,2.0,90.0,8.0,1.0,9.0,2.0,108,green
206,2866.0,1.0,49.0,7.0,2.0,8.0,13.0,108,green
206,2866.0,2.0,67.0,15.0,3.0,7.0,5.0,108,green
206,2930.0,1.0,56.0,6.0,1.0,3.0,8.0,111,green
206,2930.0,2.0,66.0,15.0,2.0,2.0,6.0,111,green
206,3019.0,1.0,48.0,13.0,1.0,6.0,5.0,104,green
206,3019.0,2.0,95.0,13.0,2.0,6.0,1.0,104,green
206,3083.0,1.0,66.0,12.0,2.0,7.0,15.0,100,green
206,3083.0,2.0,78.0,15.0,5.0,5.0,3.0,100,green
206,3126.0,1.0,70.0,14.0,3.0,7.0,30.0,100,green
206,3126.0,2.0,67.0,18.0,2.0,2.0,3.0,100,green
206,3185.0,1.0,82.0,13.0,4.0,5.0,8.0,97,green
206,3185.0,2.0,89.0,14.0,2.0,3.0,2.0,97,green
206,3227.0,1.0,68.0,10.0,1.0,5.0,5.0,100,green
206,3227.0,2.0,90.0,7.0,8.0,4.0,4.0,100,green
206,3252.0,1.0,55.0,10.0,2.0,1.0,7.0,93,green
206,3252.0,2.0,61.0,16.0,3.0,4.0,4.0,93,green
206,3286.0,1.0,77.0,13.0,0.0,2.0,7.0,97,green
206,3286.0,2.0,77.0,14.0,1.0,2.0,6.0,97,green
206,3366.0,1.0,58.0,15.0,0.0,2.0,9.0,97,green
206,3366.0,2.0,80.0,16.0,0.0,2.0,4.0,97,green
206,3398.0,1.0,60.0,11.0,1.0,4.0,11.0,93,green
206,3398.0,2.0,84.0,16.0,3.0,1.0,3.0,93,green
206,3460.0,1.0,62.0,14.0,4.0,3.0,5.0,93,green
206,3460.0,2.0,71.0,15.0,3.0,2.0,2.0,93,green
206,3535.0,1.0,71.0,14.0,0.0,0.0,13.0,97,green
206,3535.0,2.0,88.0,9.0,3.0,3.0,4.0,97,green
206,3559.0,1.0,48.0,8.0,0.0,2.0,8.0,93,green
206,3561.0,2.0,74.0,10.0,0.0,2.0,4.0,68,yellow
206,3590.0,1.0,83.0,20.0,0.0,2.0,3.0,93,green
206,3590.0,2.0,107.0,16.0,1.0,0.0,4.0,93,green
206,3640.0,1.0,120.0,22.0,2.0,2.0,5.0,93,green
206,3640.0,2.0,107.0,20.0,0.0,2.0,1.0,93,green
206,3676.0,1.0,56.0,8.0,2.0,0.0,6.0,93,green
206,3676.0,2.0,47.0,12.0,1.0,2.0,2.0,93,green
206,3686.0,2.0,81.0,10.0,0.0,2.0,3.0,84,green
206,3696.0,1.0,82.0,12.0,2.0,1.0,6.0,72,yellow
206,3736.0,1.0,5.0,1.0,0.0,0.0,0.0,82,green
206,3736.0,2.0,2.0,0.0,0.0,0.0,0.0,82,green
207,5.0,1.0,33.0,3.0,0.0,0.0,0.0,88,green
207,5.0,2.0,24.0,5.0,2.0,0.0,0.0,88,green
207,17.0,1.0,32.0,3.0,0.0,0.0,0.0,86,green
207,17.0,2.0,24.0,6.0,0.0,0.0,0.0,86,green
207,29.0,1.0,38.0,3.0,0.0,1.0,0.0,93,green
207,29.0,2.0,33.0,5.0,1.0,4.0,0.0,93,green
207,61.0,1.0,55.0,8.0,0.0,1.0,3.0,97,green
207,61.0,2.0,46.0,12.0,1.0,3.0,2.0,97,green
207,99.0,1.0,62.0,9.0,2.0,2.0,1.0,50,orange
207,99.0,2.0,55.0,18.0,0.0,3.0,0.0,50,orange
207,147.0,1.0,56.0,10.0,4.0,0.0,1.0,86,green
207,147.0,2.0,32.0,10.0,0.0,2.0,3.0,86,green
207,153.0,1.0,80.0,13.0,2.0,0.0,2.0,79,yellow
207,153.0,2.0,55.0,15.0,1.0,3.0,4.0,79,yellow
207,163.0,2.0,37.0,6.0,0.0,0.0,0.0,32,red
207,174.0,1.0,42.0,4.0,0.0,1.0,0.0,97,green
207,182.0,2.0,52.0,9.0,1.0,2.0,2.0,28,red
207,200.0,1.0,45.0,11.0,0.0,0.0,0.0,93,green
207,206.0,2.0,41.0,6.0,0.0,1.0,0.0,75,yellow
207,208.0,1.0,55.0,16.0,0.0,0.0,0.0,93,green
207,213.0,1.0,59.0,10.0,1.0,6.0,4.0,64,yellow
207,233.0,1.0,107.0,12.0,1.0,5.0,3.0,82,green
207,248.0,2.0,125.0,18.0,3.0,6.0,5.0,82,green
207,256.0,1.0,93.0,11.0,0.0,3.0,5.0,72,yellow
207,264.0,2.0,105.0,14.0,1.0,1.0,4.0,90,green
207,271.0,1.0,75.0,17.0,0.0,0.0,0.0,86,green
207,293.0,1.0,97.0,5.0,5.0,4.0,3.0,90,green
207,293.0,2.0,111.0,11.0,4.0,1.0,3.0,90,green
207,305.0,2.0,77.0,10.0,1.0,0.0,0.0,86,green
207,333.0,1.0,45.0,7.0,0.0,0.0,0.0,82,green
207,334.0,2.0,34.0,8.0,0.0,0.0,0.0,93,green
207,339.0,2.0,178.0,24.0,7.0,2.0,1.0,75,yellow
207,340.0,1.0,190.0,23.0,11.0,8.0,2.0,97,green
207,376.0,1.0,127.0,13.0,5.0,4.0,1.0,25,red
207,376.0,2.0,129.0,21.0,4.0,2.0,2.0,25,red
207,413.0,1.0,88.0,9.0,2.0,2.0,1.0,18,purple
207,413.0,2.0,101.0,13.0,8.0,1.0,1.0,18,purple
207,447.0,1.0,95.0,20.0,2.0,1.0,0.0,43,orange
207,447.0,2.0,86.0,16.0,0.0,0.0,0.0,43,orange
207,467.0,1.0,143.0,20.0,10.0,9.0,7.0,61,yellow
207,467.0,2.0,109.0,23.0,6.0,4.0,0.0,61,yellow
207,492.0,1.0,102.0,21.0,9.0,6.0,6.0,93,green
207,492.0,2.0,57.0,9.0,1.0,3.0,1.0,93,green
207,511.0,1.0,151.0,29.0,8.0,8.0,3.0,97,green
207,511.0,2.0,86.0,12.0,1.0,5.0,2.0,97,green
207,532.0,1.0,109.0,14.0,4.0,4.0,2.0,86,green
207,532.0,2.0,83.0,12.0,1.0,3.0,3.0,86,green
207,557.0,1.0,116.0,15.0,5.0,7.0,3.0,57,orange
207,557.0,2.0,94.0,12.0,2.0,5.0,5.0,57,orange
207,578.0,2.0,76.0,7.0,2.0,5.0,6.0,50,orange
207,579.0,1.0,61.0,7.0,0.0,0.0,0.0,61,yellow
207,579.0,2.0,80.0,11.0,3.0,0.0,0.0,61,yellow
207,584.0,1.0,107.0,11.0,3.0,9.0,8.0,86,green
207,608.0,1.0,52.0,12.0,1.0,0.0,0.0,72,yellow
207,610.0,2.0,49.0,11.0,3.0,0.0,0.0,93,green
207,633.0,1.0,75.0,11.0,2.0,4.0,13.0,68,yellow
207,633.0,2.0,86.0,10.0,2.0,7.0,4.0,68,yellow
207,664.0,1.0,59.0,12.0,2.0,2.0,12.0,90,green
207,664.0,2.0,68.0,16.0,5.0,9.0,2.0,90,green
207,681.0,1.0,65.0,8.0,1.0,2.0,8.0,90,green
207,681.0,2.0,78.0,16.0,5.0,11.0,2.0,90,green
207,699.0,1.0,75.0,11.0,0.0,3.0,5.0,93,green
207,699.0,2.0,42.0,13.0,3.0,6.0,4.0,93,green
207,750.0,1.0,115.0,19.0,2.0,5.0,5.0,93,green
207,750.0,2.0,96.0,13.0,1.0,4.0,4.0,93,green
207,880.0,1.0,135.0,21.0,4.0,3.0,6.0,64,yellow
207,880.0,2.0,112.0,14.0,4.0,2.0,7.0,64,yellow
207,928.0,1.0,134.0,16.0,4.0,8.0,7.0,82,green
207,928.0,2.0,97.0,8.0,4.0,2.0,4.0,82,green
207,950.0,2.0,77.0,7.0,5.0,1.0,5.0,86,green
207,956.0,1.0,94.0,15.0,3.0,6.0,4.0,64,yellow
207,979.0,1.0,123.0,16.0,3.0,6.0,3.0,97,green
207,980.0,2.0,82.0,9.0,7.0,4.0,7.0,97,green
207,1045.0,1.0,137.0,18.0,5.0,3.0,8.0,100,green
207,1045.0,2.0,75.0,9.0,5.0,3.0,4.0,100,green
207,1123.0,1.0,110.0,26.0,1.0,4.0,3.0,100,green
207,1123.0,2.0,57.0,8.0,3.0,1.0,3.0,100,green
207,1292.0,1.0,113.0,8.0,2.0,2.0,1.0,104,green
207,1292.0,2.0,59.0,9.0,4.0,2.0,2.0,104,green
207,1389.0,1.0,101.0,13.0,2.0,2.0,7.0,104,green
207,1389.0,2.0,71.0,10.0,7.0,3.0,0.0,104,green
207,1465.0,1.0,106.0,14.0,1.0,3.0,0.0,100,green
207,1465.0,2.0,79.0,12.0,5.0,4.0,3.0,100,green
207,1572.0,1.0,80.0,16.0,0.0,2.0,5.0,100,green
207,1572.0,2.0,55.0,8.0,2.0,3.0,3.0,100,green
207,1621.0,1.0,89.0,18.0,1.0,5.0,7.0,104,green
207,1621.0,2.0,63.0,10.0,4.0,1.0,2.0,104,green
207,1664.0,1.0,100.0,14.0,5.0,2.0,7.0,104,green
207,1664.0,2.0,72.0,6.0,7.0,3.0,1.0,104,green
207,1699.0,1.0,105.0,11.0,2.0,8.0,4.0,97,green
207,1699.0,2.0,74.0,11.0,6.0,5.0,2.0,97,green
207,1774.0,1.0,92.0,18.0,5.0,6.0,6.0,93,green
207,1774.0,2.0,65.0,11.0,7.0,4.0,3.0,93,green
207,1802.0,1.0,103.0,21.0,7.0,4.0,4.0,100,green
207,1802.0,2.0,75.0,14.0,0.0,2.0,4.0,100,green
207,1839.0,1.0,101.0,14.0,3.0,6.0,5.0,97,green
207,1839.0,2.0,69.0,8.0,3.0,2.0,2.0,97,green
207,1906.0,1.0,114.0,8.0,1.0,5.0,3.0,97,green
207,1906.0,2.0,55.0,7.0,3.0,3.0,2.0,97,green
207,1960.0,1.0,158.0,26.0,5.0,10.0,8.0,104,green
207,1960.0,2.0,73.0,14.0,5.0,8.0,6.0,104,green
207,2011.0,1.0,127.0,24.0,3.0,7.0,4.0,93,green
207,2011.0,2.0,71.0,13.0,6.0,2.0,4.0,93,green
207,2089.0,1.0,106.0,26.0,3.0,7.0,8.0,75,yellow
207,2089.0,2.0,76.0,11.0,2.0,3.0,7.0,75,yellow
207,2156.0,1.0,115.0,22.0,1.0,7.0,5.0,90,green
207,2156.0,2.0,63.0,11.0,4.0,1.0,6.0,90,green
207,2249.0,1.0,102.0,18.0,2.0,5.0,5.0,100,green
207,2249.0,2.0,65.0,10.0,4.0,4.0,2.0,100,green
207,2322.0,1.0,91.0,18.0,4.0,5.0,6.0,97,green
207,2322.0,2.0,59.0,11.0,3.0,4.0,3.0,97,green
207,2394.0,1.0,90.0,13.0,4.0,10.0,7.0,104,green
207,2394.0,2.0,52.0,11.0,3.0,3.0,5.0,104,green
207,2425.0,1.0,84.0,15.0,4.0,7.0,5.0,104,green
207,2425.0,2.0,56.0,9.0,4.0,4.0,3.0,104,green
207,2472.0,1.0,78.0,12.0,5.0,4.0,4.0,104,green
207,2472.0,2.0,50.0,15.0,3.0,4.0,3.0,104,green
207,2514.0,1.0,81.0,13.0,3.0,1.0,9.0,100,green
207,2514.0,2.0,54.0,16.0,5.0,4.0,3.0,100,green
207,2603.0,1.0,65.0,9.0,3.0,7.0,13.0,104,green
207,2603.0,2.0,39.0,11.0,5.0,3.0,5.0,104,green
207,2674.0,1.0,68.0,8.0,2.0,3.0,10.0,108,green
207,2674.0,2.0,41.0,15.0,2.0,7.0,4.0,108,green
207,2714.0,1.0,56.0,10.0,4.0,4.0,9.0,104,green
207,2714.0,2.0,45.0,11.0,1.0,2.0,1.0,104,green
207,2827.0,1.0,50.0,14.0,1.0,6.0,8.0,108,green
207,2827.0,2.0,90.0,8.0,1.0,9.0,2.0,108,green
207,2866.0,1.0,49.0,7.0,2.0,8.0,13.0,108,green
207,2866.0,2.0,67.0,15.0,3.0,7.0,5.0,108,green
207,2930.0,1.0,56.0,6.0,1.0,3.0,8.0,108,green
207,2930.0,2.0,66.0,15.0,2.0,2.0,6.0,108,green
207,3019.0,1.0,48.0,13.0,1.0,6.0,5.0,104,green
207,3019.0,2.0,95.0,13.0,2.0,6.0,1.0,104,green
207,3083.0,1.0,66.0,12.0,2.0,7.0,15.0,100,green
207,3083.0,2.0,78.0,15.0,5.0,5.0,3.0,100,green
207,3126.0,1.0,70.0,14.0,3.0,7.0,30.0,100,green
207,3126.0,2.0,67.0,18.0,2.0,2.0,3.0,100,green
207,3185.0,1.0,82.0,13.0,4.0,5.0,8.0,100,green
207,3185.0,2.0,89.0,14.0,2.0,3.0,2.0,100,green
207,3227.0,1.0,68.0,10.0,1.0,5.0,5.0,97,green
207,3227.0,2.0,90.0,7.0,8.0,4.0,4.0,97,green
207,3252.0,1.0,55.0,10.0,2.0,1.0,7.0,97,green
207,3252.0,2.0,61.0,16.0,3.0,4.0,4.0,97,green
207,3286.0,1.0,77.0,13.0,0.0,2.0,7.0,100,green
207,3286.0,2.0,77.0,14.0,1.0,2.0,6.0,100,green
207,3366.0,1.0,58.0,15.0,0.0,2.0,9.0,90,green
207,3366.0,2.0,80.0,16.0,0.0,2.0,4.0,90,green
207,3398.0,1.0,60.0,11.0,1.0,4.0,11.0,97,green
207,3398.0,2.0,84.0,16.0,3.0,1.0,3.0,97,green
207,3460.0,1.0,62.0,14.0,4.0,3.0,5.0,93,green
207,3460.0,2.0,71.0,15.0,3.0,2.0,2.0,93,green
207,3535.0,1.0,71.0,14.0,0.0,0.0,13.0,93,green
207,3535.0,2.0,88.0,9.0,3.0,3.0,4.0,93,green
207,3559.0,1.0,48.0,8.0,0.0,2.0,8.0,90,green
207,3561.0,2.0,74.0,10.0,0.0,2.0,4.0,72,yellow
207,3590.0,1.0,83.0,20.0,0.0,2.0,3.0,86,green
207,3590.0,2.0,107.0,16.0,1.0,0.0,4.0,86,green
207,3640.0,1.0,120.0,22.0,2.0,2.0,5.0,90,green
207,3640.0,2.0,107.0,20.0,0.0,2.0,1.0,90,green
207,3676.0,1.0,56.0,8.0,2.0,0.0,6.0,90,green
207,3676.0,2.0,47.0,12.0,1.0,2.0,2.0,90,green
207,3686.0,2.0,81.0,10.0,0.0,2.0,3.0,88,green
207,3696.0,1.0,82.0,12.0,2.0,1.0,6.0,75,yellow
207,3736.0,1.0,5.0,1.0,0.0,0.0,0.0,86,green
207,3736.0,2.0,2.0,0.0,0.0,0.0,0.0,86,green
208,5.0,1.0,33.0,3.0,0.0,0.0,0.0,90,green
208,5.0,2.0,24.0,5.0,2.0,0.0,0.0,90,green
208,17.0,1.0,32.0,3.0,0.0,0.0,0.0,93,green
208,17.0,2.0,24.0,6.0,0.0,0.0,0.0,93,green
208,29.0,1.0,38.0,3.0,0.0,1.0,0.0,90,green
208,29.0,2.0,33.0,5.0,1.0,4.0,0.0,90,green
208,61.0,1.0,55.0,8.0,0.0,1.0,3.0,90,green
208,61.0,2.0,46.0,12.0,1.0,3.0,2.0,90,green
208,99.0,1.0,62.0,9.0,2.0,2.0,1.0,39,red
208,99.0,2.0,55.0,18.0,0.0,3.0,0.0,39,red
208,147.0,1.0,56.0,10.0,4.0,0.0,1.0,86,green
208,147.0,2.0,32.0,10.0,0.0,2.0,3.0,86,green
208,153.0,1.0,80.0,13.0,2.0,0.0,2.0,72,yellow
208,153.0,2.0,55.0,15.0,1.0,3.0,4.0,72,yellow
