2024/03/25 00:00,01F0017N,01F0005N,31,44,29,filename,2024/03/25 05:00,49,6,2024/03/25 10:00,51,43,2024/03/25 15:00,52
2024/03/25 00:00,01F0017N,01F0005N,32,52.0,2.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0017N,01F0005N,41,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0017N,01F0005N,42,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0017N,01F0005N,5,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0029N,01F0017N,31,45.0,35.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0029N,01F0017N,32,55.0,3.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0029N,01F0017N,41,48.0,1.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0029N,01F0017N,42,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0029N,01F0017N,5,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0005S,01F0017S,31,52.0,23.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0005S,01F0017S,32,52.0,2.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0005S,01F0017S,41,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0005S,01F0017S,42,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0005S,01F0017S,5,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0061N,01F0029N,31,116.0,46.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0061N,01F0029N,32,130.0,5.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0061N,01F0029N,41,125.0,1.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0061N,01F0029N,42,123.0,1.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0061N,01F0029N,5,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0017S,01F0029S,31,49.0,27.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0017S,01F0029S,32,47.0,3.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0017S,01F0029S,41,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0017S,01F0029S,42,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0017S,01F0029S,5,0.0,0.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0099N,01F0061N,31,140.0,63.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0099N,01F0061N,32,158.0,5.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0099N,01F0061N,41,146.0,1.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0099N,01F0061N,42,208.0,3.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0099N,01F0061N,5,193.0,2.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
2024/03/25 00:00,01F0029S,01F0061S,31,128.0,35.0,TDCS_M04A_20240325_000000.csv,,,,,,,,
